Anyone can do that.	任何人都可以做到。
She was arrested by the police.	她被警方逮捕了。
You disappoint me.	你让我失望了。
How tall is your brother?	你的兄弟多高?
Your plan seems better than mine.	你的計劃似乎比我的好。
Half a loaf is better than none.	半個麵包總比沒有好。
Traffic lights work all the time.	紅綠燈一直在運作。
Few Japanese can use English well.	極少數的日本人可以很好地使用英語。
Whether he comes or not, the result will be the same.	他来还是不来，结果是一样的。
I visit him every other day.	我每隔一天拜訪他。
I had difficulty in solving this problem.	我很難解決這個問題。
Tell her that I am sleeping.	跟她說我在睡覺。
Help me lift the package.	帮我抬起这包裹。
They would capture as many people as possible.	他們會盡可能地抓更多的人。
This may not be a real diamond.	這可能不是一顆真的鑽石。
Over-sleeping is no excuse for being late.	睡过头不是迟到的理由。
After she had read the letter, she tore it to pieces.	看了信之後，她把它撕成碎片。
He spared no pains to help me.	他不遺餘力幫助我。
There is a school near my house.	我家附近有一所學校。
When was it built?	它是什麼什麼時候蓋的？
We ran in the park.	我们在公园里跑了步。
My knowledge of Japanese is rather poor.	我對日文不大了解。
He was always annoyed in the city by noises of one sort or another.	他在城市里一直受到噪音或者其他的干扰。
See you.	再见！
The committee consists of four members.	委员会由四个成员组成。
I always keep a dictionary close at hand.	我总是在离手不远的地方放一本字典。
Here is my baggage.	这是我的行李。
I could hear birds singing outside my window.	我能听见鸟在窗外歌唱。
He is good at rugby.	他很擅長橄欖球。
Is this your book?	這是你的書嗎？
Please pick me up at the airport at five.	請於五點鐘到機場接我。
She mistook me for my brother.	她把我誤認為是我的兄弟。
Call the police!	叫警察！
Wash up.	去清洗一下。
All that I know is that he gave up the plan.	我所知道的是他放棄了這個計劃。
That bicycle is mine.	那自行车是我的。
Do you remember?	你记得吗？
Do you like shopping?	你喜歡購物嗎？
His parents took him for a walk.	他的父母帶他去散步。
I like my coffee without sugar.	我喜欢喝咖啡不加糖。
Teachers must understand children.	教師必須了解孩子。
I wish he would write more often.	我希望他来信更勤些。
We were driven to the wall.	我们被逼得走投无路了。
It is raining.	在下雨。
We talked and talked until the day broke.	我們一直聊天直到天明。
She pretended not to hear him yesterday.	昨天她裝作沒有聽見他。
He mistook me for an Englishman.	他誤以為我是一個英國人。
We go fishing once in a while.	我們偶爾去釣魚。
He differs from his brother.	他和他兄弟不一样。
My hometown is very pretty.	我的家乡非常漂亮。
Tickets are available now.	现在有票。
There's always someone talking.	總是會有人說話。
Our library is on the third floor.	我們的圖書館在三樓。
The boy made his parents happy.	這個男孩讓他的父母高興。
Will you lend me your bicycle?	你能把你的自行车借给我吗？
She asked me if anything was the matter.	她问我是不是发生了什么事。
I'm the best.	我是最好的。
I did everything by myself.	我全靠自己。
This book is really old.	這本書真的很舊。
I didn't know where it came from.	我不知道它是从哪里来的。
A lot of students around the world are studying English.	世界上許多學生正在學習英語。
Try hard.	努力。
You'll need their help.	你会需要他们的帮助。
Tom seems to speak French better than before.	汤姆讲法语看来比以前好。
This is where Tom wants to live.	这就是汤姆想住的地方。
He took me to the station.	他帶我到車站。
You can get from Washington to New York by train.	你们可以乘火车从华盛顿去纽约。
She became drowsy after supper.	晚飯後她變得昏昏欲睡。
I can understand you to some extent.	在某種程度上我能了解你。
Let your uncle think about it.	讓你叔叔想一想。
They awarded her first prize at the flower show.	他们在画展上授予了她一等奖。
Does this bus go to the museum?	這輛公車去博物館嗎？
I bought a new television.	我买了台新电视机。
I agree with you on this point.	我同意你這一點。
She talked as she walked.	她邊走邊談。
Let's wait here till he comes back.	讓我們在這裡等他直到他回來。
To live without air is impossible.	沒有空氣生活是不可能的。
Tom took a step backward.	汤姆后退一步。
She assigned the work to him.	她把這個工作派給他做。
I wish I could swim.	我希望我會游泳。
You should see a doctor.	你應該去看醫生。
She went for a walk.	她去散步了。
You must gather further information.	你们应该收集进一步的信息。
My mother is a very good cook.	我媽媽是一個很棒的廚師。
Tom has just finished eating dinner.	Tom刚吃完晚饭。
When did you come back from Tokyo?	你什麼時候從東京回來的？
May I ask some questions?	我可以問一些問題嗎?
They all went to the restaurant.	他們都去了這家餐廳。
Try it once again.	再试一次。
I sell clothing online.	我在網路上賣衣服。
I felt like crying.	我想哭。
Tom doesn't trust the police.	湯姆並不信任警察。
In addition to English, he can speak French.	除了英语，他还会说法语。
My brother lives in a small village.	我的兄弟住在一個小村莊裡。
She was almost late for school.	她上學幾乎遲到。
There were no more free seats.	没有更多免费座位了。
If you had left home a little earlier you would have been in time.	如果你早点出门的话，你就能赶上了。
He's a little pale.	他有点苍白。
The report is utterly false.	这份报告完全错误。
She isn't a good cook.	她不是一個好廚師。
Father told me to wash the car.	爸爸告訴了我要洗車。
I need to ask you a silly question.	我必须问你一个蠢问题。
He graduated from Tokyo University.	他畢業於東京大學。
What's your favorite climate?	你最喜歡什麼氣候？
It's not possible to stop here.	在这停留，这不可能。
My joints ache when it gets cold.	當天氣變冷的時候，我的關節疼痛。
Don't go to extremes.	别走极端。
The explanation is by no means satisfactory.	這個解釋不是很令人滿意。
He accomplished his mission.	他完成了他的使命。
It was raining when we arrived.	我們到的時候正在下雨。
Does she speak English?	她會說英語嗎？
He thought that he was a genius.	他認為他是個天才。
Some people do not like to deposit their money in banks.	有些人不喜欢把钱存银行。
I always feel blue on Mondays.	我每個星期一都覺得很憂鬱。
I'm sure that she's correct.	我很肯定她是正確的。
Cats hate to get wet.	猫讨厌被弄湿。
I don't believe that ghosts exist.	我不相信鬼魂存在。
Shall I close the door?	我應該把門關上嗎?
Are you meeting someone here?	你在这里是要见谁吧？
I'm afraid of dogs.	我怕狗。
Your proposal is a bit extreme.	你的建議有點極端。
I got acquainted with the chief executive.	我認識了這位行政長官。
They lived a happy life.	他们生活得很幸福。
You remind me of your brother.	你讓我想起你的兄弟。
I don't have a desk in my bedroom.	我的臥室裡沒有桌子。
He was born in Nagasaki.	他出生於長崎。
My mother washes clothes every day.	我媽媽每天洗衣服。
Tom gave us something to talk about.	汤姆给了我们可以谈论的东西。
All of a sudden, the enemy bombs came down on us like rain.	突然间，敌人的炸弹像雨点一样落向我们。
Who's your favorite DJ?	谁是你最喜爱的 DJ ?
I changed my address last month.	上個月我換了我的地址。
I won't allow you to do that.	我不会让你做那事。
This is your dog.	这是你的狗。
He has a large family to support.	他要撫養一大家人。
She acknowledged that my statement was true.	她承認我的聲明是真實的。
He remained single all his life.	他一生獨身。
I have things to take care of.	我有些事。
I don't like the way she speaks.	我不喜欢她说话的态度。
The top of the mountain is covered in snow.	山顶被雪覆盖了。
That's a shame.	那是一個恥辱。
I wish I earned more money.	我希望我賺更多的錢。
Her toy was broken by her little sister.	她的玩具是被她妹妹弄壞的。
He has gone to Hokkaido.	他去北海道了。
You look like a monkey.	你看着像猴。
You should begin right away.	你應該立即開始。
